Time,region,wa_weight,wa_sum,pop_Sum,non_wa
1985,reg724,29443207.57,21825200,38757300,16932100
1990,reg724,34838932.76,22779800,39212100,16432300
1995,reg724,40846165.93,23918500,39779900,15861400
2000,reg724,47571236.05,25307800,40765000,15457200
2005,reg724,56587250.78,27963900,43873100,15909200
2010,reg724,63049446.82,29601700,46635300,17033600
2015,reg724,63469722.2,28624900,46397700,17772800
2020,reg724,65920819.19,28787750,47329954,18542204
2025,reg724,66479562.33,28638194.83,47598972.02,18960777.19
2030,reg724,66315750.03,28263271.87,47816497.77,19553225.89
2035,reg724,65130770.3,27522539.3,48092952.25,20570412.95
2040,reg724,63661334.35,26360402.76,48462364.3,22101961.53
2045,reg724,61147533.99,24827459.08,48903994.42,24076535.34
2050,reg724,60001348.01,23843622.75,49404297.09,25560674.35
2055,reg724,60001352.4,23366453.65,49656271.22,26289817.57
2060,reg724,60455071.38,23163692.62,49652173.65,26488481.03
2065,reg724,61186043.87,23115315.34,49382896.47,26267581.13
2070,reg724,61600220.89,22995287.25,48974684.86,25979397.61
2075,reg724,60850564.53,22445525.32,48545441.34,26099916.02
2080,reg724,59682952.97,21787955.57,48197020.76,26409065.18
2085,reg724,58698979.55,21243560.88,47939425.36,26695864.49
2090,reg724,58336393.42,20963154.31,47666286.04,26703131.73
2095,reg724,57908539.54,20675778.77,47255735.04,26579956.27
2100,reg724,57223167.52,20312889.33,46641714.84,26328825.51
1970,reg728,173625,1637500,3646200,2008700
1975,reg728,209003.5742,1790100,4116800,2326700
1980,reg728,259559.3991,2011200,4700700,2689500
1985,reg728,331875.7314,2323500,5450100,3126600
1990,reg728,416738.5896,2456500,5766500,3310000
1995,reg728,447643.323,2311500,5455600,3144100
2000,reg728,660928.532,2816600,6695000,3878400
2005,reg728,576443.222,3396300,8103000,4706700
2010,reg728,1464934.422,4265300,10061600,5796300
2015,reg728,1263326.586,5163100,11880100,6717000
2020,reg728,1356191.337,4180610,10545441,6364831
2025,reg728,1757436.578,4798953.084,11080723.09,6281770.01
2030,reg728,2247231.668,5463781.283,11712287.53,6248506.248
2035,reg728,2857406.85,6219617.425,12407349.48,6187732.059
2040,reg728,3373451.569,6663073.368,13060433.74,6397360.371
2045,reg728,3799341.693,6901297.589,13532794.36,6631496.766
2050,reg728,4297224.451,7229589.912,13780876.15,6551286.24
2055,reg728,4896082.875,7676922.679,13892477.26,6215554.584
2060,reg728,5514311.912,8108139.163,13948421.93,5840282.772
2065,reg728,6066728.736,8407288.121,14017309.04,5610020.918
2070,reg728,6461615.089,8446799.132,14065936.63,5619137.496
2075,reg728,6779784.552,8400299.996,14053246.4,5652946.4
2080,reg728,7051997.125,8301008.808,13977184.21,5676175.406
2085,reg728,7384744.793,8317372.82,13881939.09,5564566.267
2090,reg728,7744129.853,8393116.26,13804075.28,5410959.015
2095,reg728,8014614.049,8377722.761,13756210.27,5378487.512
2100,reg728,8187942.855,8267067.216,13747551.23,5480484.016
1970,reg729,421450.8856,4165100,10275500,6110400
1975,reg729,566807.3602,4845500,12128100,7282600
1980,reg729,809952.6301,5731800,14478000,8746200
1985,reg729,1218910.235,6826700,17164500,10337800
1990,reg729,1893111.385,8136700,20083000,11946300
1995,reg729,2946216.216,10263700,24360500,14096800
2000,reg729,4336909.482,11939000,27738300,15799300
2005,reg729,6062089.572,13851200,31601700,17750500
2010,reg729,8137957.722,15955400,35715800,19760400
2015,reg729,10951050.42,17049200,38642600,21593400
2020,reg729,13361045.89,19830145,43828068,23997923
2025,reg729,17040000.23,22842374.18,49750736.37,26908362.19
2030,reg729,21685700.84,26358730.18,55691338.38,29332608.2
2035,reg729,27529562.25,30425145.34,61503916.57,31078771.23
2040,reg729,34985478.77,34962461.66,67119325.25,32156863.59
2045,reg729,43370067.24,39349346.88,72632288.17,33282941.3
2050,reg729,52265651.82,43337164.84,77942112.46,34604947.61
2055,reg729,61649481.13,46995094.98,82855930.66,35860835.68
2060,reg729,71504626.33,50353533.67,87279407.57,36925873.9
2065,reg729,81761967.38,53521275.99,91147038.7,37625762.71
2070,reg729,92164623.02,56402664.56,94400625.97,37997961.41
2075,reg729,102066797.9,58700994.53,96937165.51,38236170.98
2080,reg729,110998265.4,60284527.76,98894102.83,38609575.07
2085,reg729,118549413.9,61063892,100201276.4,39137384.36
2090,reg729,124938395.6,61338718.3,101033794.8,39695076.54
2095,reg729,129900714.1,61067754.67,101428309.9,40360555.24
2100,reg729,133603351.3,60440656.75,101401670.8,40961014.09
2015,reg732,,317400,526000,208600
2020,reg732,,345640,551245,205605
2025,reg732,,371953.3261,597265.1676,225311.8414
2030,reg732,,400598.8892,638523.8954,237925.0062
2035,reg732,,429210.4857,675971.8522,246761.3665
2040,reg732,,452794.1248,710487.1005,257692.9757
2045,reg732,,467972.7279,741821.9718,273849.244
2050,reg732,,472236.7454,770343.8697,298107.1243
2055,reg732,,475671.7185,795319.4784,319647.7599
2060,reg732,,484764.61,816143.1174,331378.5074
2065,reg732,,494941.7881,830574.6386,335632.8505
2070,reg732,,501232.0295,839355.8921,338123.8626
2075,reg732,,499450.0983,843853.9353,344403.837
2080,reg732,,489639.9815,844996.6863,355356.7049
2085,reg732,,476286.5449,842648.6842,366362.1393
2090,reg732,,462236.7039,835991.4894,373754.7855
2095,reg732,,447425.4399,824238.6692,376813.2293
2100,reg732,,431288.8519,807182.3261,375893.4741
1970,reg740,78611.10692,137200,370300,233100
1975,reg740,85447.62509,134600,362400,227800
1980,reg740,108800.8673,155500,362700,207200
1985,reg740,139598.2598,181200,370800,189600
1990,reg740,175183.5037,207500,406300,198800
1995,reg740,201548.0006,231600,443200,211600
2000,reg740,223205.7297,247800,472000,224200
2005,reg740,271285.2557,268700,499900,231200
2010,reg740,310178.4273,293000,525100,232100
2015,reg740,353802.0492,317300,552800,235500
2020,reg740,409782.7513,343975,603805,259830
2025,reg740,453155.4142,365978.6684,633277.7953,267299.1269
2030,reg740,490744.8094,382553.6683,662353.7484,279800.08
2035,reg740,523606.1709,395995.6743,688122.3976,292126.7233
2040,reg740,562177.8467,408078.3414,710187.2691,302108.9277
2045,reg740,602940.122,422141.0227,728570.441,306429.4183
2050,reg740,637673.6265,430595.3827,743507.3145,312911.9318
2055,reg740,668718.0572,437281.9529,755127.6263,317845.6734
2060,reg740,695465.8161,441944.7546,763607.4508,321662.6962
2065,reg740,714136.1863,441853.5297,769523.4434,327669.9137
2070,reg740,726798.7939,438449.8501,773470.5674,335020.7173
2075,reg740,735379.9357,433546.0788,775583.7836,342037.7048
2080,reg740,740183.7224,427235.2,775687.7137,348452.5137
2085,reg740,740859.6474,419090.9249,774221.7856,355130.8607
2090,reg740,737764.5709,409254.5057,770705.355,361450.8493
2095,reg740,732041.6161,398633.7218,765732.1686,367098.4468
2100,reg740,724529.0869,387547.6214,759326.8548,371779.2334
1970,reg748,33501.92552,175200,445700,270500
1975,reg748,50050.17287,199600,516600,317000
1980,reg748,77465.01517,228200,603300,375100
1985,reg748,112641.8466,265300,704500,439200
1990,reg748,176934.4487,331100,860100,529000
1995,reg748,232316.7967,372100,959000,586900
2000,reg748,313106.6688,426700,1060400,633700
2005,reg748,426778.7307,461500,1107600,646100
2010,reg748,498720.5274,539200,1203200,664000
2015,reg748,717365.7549,631100,1318400,687300
2020,reg748,601352.3509,588946,1174222,585276
2025,reg748,684649.6207,634275.5228,1230935.262,596659.7388
2030,reg748,784239.8316,689488.9408,1286336.121,596847.1797
2035,reg748,892893.019,744775.3316,1333739.439,588964.1075
2040,reg748,1012507.216,793759.0244,1371315.981,577556.9566
2045,reg748,1124827.345,830014.6625,1398687.937,568673.2746
2050,reg748,1226940.131,851444.7527,1413459.077,562014.3246
2055,reg748,1323185.955,862189.3417,1414836.009,552646.6676
2060,reg748,1407104.825,864668.331,1403959.797,539291.466
2065,reg748,1490501.735,868185.9343,1388048.221,519862.2866
2070,reg748,1555830.181,861614.8101,1367954.735,506339.9252
2075,reg748,1597322.067,843366.3051,1344186.981,500820.6762
2080,reg748,1618524.743,817629.6514,1317316.973,499687.3212
2085,reg748,1630639.746,791294.0509,1287975.999,496681.9482
2090,reg748,1638462.256,766222.7444,1257258.222,491035.477
2095,reg748,1640494.109,741336.351,1225953.224,484616.8728
2100,reg748,1634231.195,715448.5511,1195766.089,480317.538
1970,reg752,7298694.879,4716700,8048800,3332100
1975,reg752,8114408.074,4724100,8193500,3469400
1980,reg752,9019965.346,4759600,8311200,3551600
1985,reg752,9872824.259,4809400,8351900,3542500
1990,reg752,10912231.31,4937100,8559300,3622200
1995,reg752,11985547.87,5111700,8827400,3715700
2000,reg752,12675252.59,5199200,8873700,3674500
2005,reg752,13349093.32,5311500,9030700,3719200
2010,reg752,14230898.23,5481200,9383900,3902700
2015,reg752,15194624.42,5655200,9763100,4107900
2020,reg752,16187190.33,5854585,10321414,4466829
2025,reg752,16253152.33,5935361.981,10571052.71,4635690.73
2030,reg752,16225068.83,6003251.302,10773019.15,4769767.846
2035,reg752,16119748.88,6048258.865,10965478.84,4917219.971
2040,reg752,16442939.96,6095887.817,11175050.31,5079162.489
2045,reg752,16735985.36,6128640.019,11420130.59,5291490.571
2050,reg752,16961969.89,6136506.702,11702945.52,5566438.822
2055,reg752,17005344.11,6077535.107,11967344.92,5889809.808
2060,reg752,17004536.71,6014963.213,12207429.07,6192465.856
2065,reg752,17371691.72,6094918.363,12418029.94,6323111.576
2070,reg752,17747229.56,6187841.898,12617610.05,6429768.149
2075,reg752,17876640.68,6193065.399,12810322.04,6617256.644
2080,reg752,17824377.15,6138681.857,12979935.17,6841253.308
2085,reg752,17743944.69,6081324.301,13103600.52,7022276.224
2090,reg752,17782913.92,6069440.651,13178969.27,7109528.622
2095,reg752,17812767.21,6057619.602,13229018.17,7171398.566
2100,reg752,17808729.94,6037546.434,13272284.91,7234738.475
1970,reg756,7112210.555,3557100,6169200,2612100
1975,reg756,7540648.367,3662600,6356000,2693400
1980,reg756,7700868.03,3672900,6303700,2630800
1985,reg756,8197468.925,3909000,6456700,2547700
1990,reg756,8984101.428,4131800,6675200,2543400
1995,reg756,9487826.417,4353500,7018300,2664800
2000,reg756,10019350.88,4404800,7165900,2761100
2005,reg756,10809374.97,4596500,7409000,2812500
2010,reg756,11900980.18,4870900,7830600,2959700
2015,reg756,13015271.38,5157700,8320200,3162500
2020,reg756,13250647.66,5283146,8606431,3323285
2025,reg756,13162078.95,5292086.895,8848775.676,3556688.781
2030,reg756,12754977.7,5186018.831,9018392.361,3832373.53
2035,reg756,12356460.22,5091935.329,9173430.597,4081495.268
2040,reg756,12384169.95,5067803.293,9326106.872,4258303.579
2045,reg756,12422735.69,5048807.31,9490566.204,4441758.894
2050,reg756,12367118.71,4994539.457,9673490.653,4678951.197
2055,reg756,12266844.91,4927239.325,9837619.96,4910380.635
2060,reg756,12216877.56,4892663.246,9976906.64,5084243.394
2065,reg756,12283802.64,4914664.661,10084759.49,5170094.83
2070,reg756,12407762.1,4969278.165,10178732.23,5209454.067
2075,reg756,12425932.43,4982211.169,10263340.93,5281129.762
2080,reg756,12306067.7,4942026.019,10331045.11,5389019.091
2085,reg756,12105504.99,4873875.639,10373223.17,5499347.526
2090,reg756,11910966.38,4811916.565,10387668.06,5575751.496
2095,reg756,11687556.42,4741516.533,10376593.56,5635077.027
2100,reg756,11445507.64,4667637.634,10341985.82,5674348.181
1970,reg76,17984853.76,41658000,95416900,53758900
1975,reg76,24564870.63,48705200,107895500,59190300
1980,reg76,32800544.82,56908100,121780300,64872200
1985,reg76,44994337.62,66585500,136325200,69739700
1990,reg76,58723339.58,76024600,150151200,74126600
1995,reg76,71127873.64,85550400,163306200,77755800
2000,reg76,90983637.13,96484700,176409000,79924300
2005,reg76,114469665.5,107929500,187915100,79985600
2010,reg76,137430504.6,118177700,197208800,79031100
2015,reg76,160036083.2,125798800,205944700,80145900
2020,reg76,175595696.1,132275661,212564935,80289274
2025,reg76,192081140.5,136546990.9,217561942.6,81014951.76
2030,reg76,205920372.4,138928247,222220673.2,83292426.14
2035,reg76,217703133.3,140122056.1,225602926.5,85480870.37
2040,reg76,230169381.7,140250424.4,227643788,87393363.55
2045,reg76,237424444.8,137473388.7,228382234.6,90908845.95
2050,reg76,239978289.6,132853075.6,227813379.2,94960303.53
2055,reg76,240323184.3,127662582.8,226154086.2,98491503.41
2060,reg76,238936165.2,122424584.3,223527485.5,101102901.2
2065,reg76,235043516.1,116679691.8,219986810,103307118.2
2070,reg76,230378001.1,111254849.3,215662395.3,104407546
2075,reg76,225244787.7,106186100.9,210670581.6,104484480.7
2080,reg76,219210844,101142620.1,205115043.8,103972423.7
2085,reg76,211941847.1,95876921.81,199309964.5,103433042.7
2090,reg76,206373794.9,91717825.86,193427097.4,101709271.5
2095,reg76,200524586.9,87660458.51,187625722.8,99965264.32
2100,reg76,194597424.9,83763457.94,182011173,98247715.01
1970,reg760,426348.0402,2401700,6380000,3978300
1975,reg760,652831.2452,2862000,7569300,4707300
1980,reg760,978554.8555,3357000,8964900,5607900
1985,reg760,1502934.075,4034700,10678800,6644100
1990,reg760,2251504.016,4812500,12469000,7656500
1995,reg760,3157866.708,5883200,14353100,8469900
2000,reg760,4700736.801,7163000,16404300,9241300
2005,reg760,5650620.058,8379600,18270100,9890500
2010,reg760,8365701.36,10428900,21013700,10584800
2015,reg760,7996216.382,8682700,18735600,10052900
2020,reg760,9103503.281,9797722,20486043,10688321
2025,reg760,11905141.95,11674137.85,22103789.6,10429651.75
2030,reg760,15363401.44,13731784.2,23891658.33,10159874.13
2035,reg760,18698769.32,15299119.3,25825292.82,10526173.52
2040,reg760,21390516.04,16037208.09,27654461.96,11617253.87
2045,reg760,24301903.1,16913415.74,29231385.95,12317970.21
2050,reg760,27602060.07,17995325.67,30500526.38,12505200.71
2055,reg760,31413858.34,19270659.74,31584950.92,12314291.19
2060,reg760,35236427.5,20448141.3,32562426.01,12114284.71
2065,reg760,38021799.61,20866123.13,33492450.97,12626327.84
2070,reg760,39521072.72,20531186.83,34335674.49,13804487.66
2075,reg760,40133983.69,19809940.64,35047225.22,15237284.58
2080,reg760,40877213.92,19315300.91,35595321.38,16280020.48
2085,reg760,42520492.05,19412088.87,35965045.86,16552956.99
2090,reg760,43533576.91,19240234.44,36179543.77,16939309.33
2095,reg760,43763966.66,18758676.92,36223325.33,17464648.41
2100,reg760,43238865.37,18007303.36,36127636.62,18120333.26
1970,reg762,1403658.238,1153200,2911100,1757900
1975,reg762,2009451.281,1344000,3367900,2023900
1980,reg762,2817720.43,1592500,3906000,2313500
1985,reg762,3832615.338,1932200,4549900,2617700
1990,reg762,4901928.695,2246900,5301500,3054600
1995,reg762,5470681.064,2423800,5772500,3348700
2000,reg762,6164948.354,2622400,6176300,3553900
2005,reg762,7469277.762,3131800,6853800,3722000
2010,reg762,9189587.407,3780800,7641800,3861000
2015,reg762,8308780.011,4396000,8549600,4153600
2020,reg762,11175251.39,4805022,9442817,4637795
2025,reg762,11921503.61,5314880.88,10416891.77,5102010.894
2030,reg762,12674038.21,5839164.431,11325032.44,5485868.007
2035,reg762,13770228.54,6529139.746,12214759.31,5685619.568
2040,reg762,15426144.22,7240423.974,13095523.43,5855099.458
2045,reg762,17012418.8,7894526.451,13924021.66,6029495.208
2050,reg762,18338214.73,8404318.238,14631444.76,6227126.517
2055,reg762,19404688.18,8785631.231,15221403.46,6435772.227
2060,reg762,20461851.73,9171281.67,15697447.46,6526165.793
2065,reg762,21492906.56,9567440.561,16090286.25,6522845.689
2070,reg762,22335913.23,9881943.318,16404136.23,6522192.913
2075,reg762,22887486.69,10067733.73,16641941.94,6574208.208
2080,reg762,22978469.39,10046866.4,16806785.9,6759919.496
2085,reg762,22857713.16,9934060.377,16914519.08,6980458.705
2090,reg762,22659220.02,9789980.875,16962362.28,7172381.401
2095,reg762,22432644.81,9637175.316,16960763.12,7323587.809
2100,reg762,22057179.37,9421584.329,16909836.01,7488251.676
1970,reg764,7986303.466,15685500,36884900,21199400
1975,reg764,10924245.97,18313200,42334900,24021700
1980,reg764,14849371.31,21608500,47385200,25776700
1985,reg764,20371838.43,25779800,52041000,26261200
1990,reg764,27947763.87,30773500,56582300,25808800
1995,reg764,34225443.93,33983200,59292100,25308900
2000,reg764,41883224.68,38088500,62762600,24674100
2005,reg764,50928157.2,40911500,65200000,24288500
2010,reg764,59600318.78,43205000,66792200,23587200
2015,reg764,65417236.93,44232300,68659900,24427600
2020,reg764,73227557.94,45924262,71389374,25465112
2025,reg764,76336441.48,44905153.97,72034107.66,27128953.68
2030,reg764,77955801.82,43362294.34,72189183.37,28826889.03
2035,reg764,79012454.2,41785363.38,71846222.38,30060859
2040,reg764,80175339.71,40086060.56,70980442.78,30894382.23
2045,reg764,80307792.54,38465345.26,69666561.87,31201216.61
2050,reg764,79258587.89,36601720.29,67942615.99,31340895.7
2055,reg764,77933040.7,34865285.79,65911170.82,31045885.04
2060,reg764,75624186.57,33027151.18,63713933.7,30686782.52
2065,reg764,72821987.68,31172613.17,61428737.35,30256124.17
2070,reg764,70702969.94,29772556.34,59127129.22,29354572.87
2075,reg764,68297255.46,28335504.35,56820712.66,28485208.3
2080,reg764,65593891.89,26836829.32,54534801.98,27697972.67
2085,reg764,63419275.01,25619221.24,52277680.66,26658459.42
2090,reg764,61334157.76,24483147.04,50066609.88,25583462.84
2095,reg764,59180134.03,23355141.02,47938530.05,24583389.04
2100,reg764,56953001.47,22240548.23,45904892.13,23664343.9
1970,reg768,86765.83016,897200,2115000,1217800
1975,reg768,112335.6697,998800,2409900,1411100
1980,reg768,149073.8575,1102800,2719800,1617000
1985,reg768,218350.4533,1304600,3251700,1947100
1990,reg768,309187.7733,1519300,3787200,2267900
1995,reg768,385743.5703,1720500,4270300,2549800
2000,reg768,484228.9113,2018300,4870400,2852100
2005,reg768,662506.7886,2385600,5587300,3201700
2010,reg768,912684.6061,2798600,6417900,3619300
2015,reg768,1355183.162,3333500,7416100,4082600
2020,reg768,1810102.062,3832847,8342236,4509389
2025,reg768,2357536.128,4403397.5,9353753.214,4950355.713
2030,reg768,3064112.281,5054708.132,10390024.22,5335316.092
2035,reg768,3923494.184,5764288.809,11429380.16,5665091.352
2040,reg768,4937753.937,6499426.839,12453073.53,5953646.692
2045,reg768,6059495.04,7231211.149,13441182.38,6209971.236
2050,reg768,7270476.856,7967099.604,14369490.52,6402390.911
2055,reg768,8535851.453,8680854.203,15229325.81,6548471.603
2060,reg768,9843189.506,9354983.218,15994819.23,6639836.015
2065,reg768,11164287.68,9970418.033,16678927.08,6708509.043
2070,reg768,12408872.14,10484587.58,17249140.55,6764552.972
2075,reg768,13543529.93,10880910.93,17718723.64,6837812.712
2080,reg768,14528888.66,11147082.48,18074128.4,6927045.919
2085,reg768,15375292.22,11310557.39,18341722.25,7031164.857
2090,reg768,16057800.67,11358273.14,18528813.95,7170540.816
2095,reg768,16560815.75,11295312.84,18639823.85,7344511.002
2100,reg768,16889814.74,11127600.38,18677032.82,7549432.44
1970,reg776,19153.7026,33100,84500,51400
1975,reg776,33524.64733,35800,88600,52800
1980,reg776,34015.08069,40000,93300,53300
1985,reg776,31235.71149,38300,92800,54500
1990,reg776,52233.63543,42200,94200,52000
1995,reg776,52577.4107,41300,94300,53000
2000,reg776,46611.7865,42400,96300,53900
2005,reg776,65053.99631,46100,99700,53600
2010,reg776,71608.74043,47800,102800,55000
2015,reg776,75788.77319,48800,104900,56100
2020,reg776,80744.99761,50239,104873,54634
2025,reg776,89780.16296,54036.16447,107989.1401,53952.97559
2030,reg776,97809.89765,57311.59815,110546.0831,53234.48493
2035,reg776,104946.2179,60157.4585,112580.8626,52423.40406
2040,reg776,113543.943,62342.55241,114141.121,51798.56857
2045,reg776,120540.6608,63714.0245,114883.0072,51168.98272
2050,reg776,125911.8129,64305.351,114791.3937,50486.04275
2055,reg776,130447.7714,64649.84412,113770.5609,49120.71681
2060,reg776,133634.9301,64452.86714,111913.5768,47460.70961
2065,reg776,136016.2897,63962.02708,110080.9812,46118.95412
2070,reg776,136608.6375,62703.17225,108507.6308,45804.45857
2075,reg776,136249.0814,61143.53536,107252.2924,46108.75703
2080,reg776,134474.129,59077.45476,106240.7654,47163.31061
2085,reg776,132605.4117,57126.47872,105465.661,48339.18231
2090,reg776,131511.3332,55639.22903,104801.505,49162.27594
2095,reg776,130789.6126,54398.93238,104335.1444,49936.21204
2100,reg776,130266.2405,53299.57848,104138.3711,50838.7926
1970,reg780,290440.9985,407700,945600,537900
1975,reg780,391909.7593,459400,1011200,551800
1980,reg780,521602.9839,521600,1085400,563800
1985,reg780,681935.5424,590100,1170800,580700
1990,reg780,817938.1986,625800,1222000,596200
1995,reg780,928905.2788,670300,1254700,584400
2000,reg780,1068336.736,717200,1267700,550500
2005,reg780,1286329.154,793500,1296700,503200
2010,reg780,1458232.916,842600,1328200,485600
2015,reg780,1584198.155,863500,1360000,496500
2020,reg780,1797692.263,961794,1513900,552106
2025,reg780,1811549.083,948470.6804,1527813.896,579343.215
2030,reg780,1812772.306,930177.172,1532266.163,602088.9908
2035,reg780,1819639.035,924738.3706,1528744.018,604005.6475
2040,reg780,1836756.142,908375.1491,1518517.395,610142.2462
2045,reg780,1815665.648,874296.0074,1502717.88,628421.8722
2050,reg780,1752243.263,819323.984,1480523.243,661199.2591
2055,reg780,1687493.411,770317.8555,1453593.716,683275.8606
2060,reg780,1653683.356,741613.5766,1423257.816,681644.2398
2065,reg780,1639689.549,724522.4883,1391382.891,666860.4028
2070,reg780,1621052.87,706682.2136,1358447.576,651765.3628
2075,reg780,1587354.658,683186.6963,1324985.808,641799.112
2080,reg780,1542847.944,655669.6044,1291489.808,635820.2032
2085,reg780,1502632.652,630885.6236,1260383.835,629498.2118
2090,reg780,1471525.774,610644.868,1232592.814,621947.946
2095,reg780,1445640.389,593180.9459,1207045.469,613864.5235
2100,reg780,1416182.591,574789.9845,1182884.532,608094.5475
1970,reg784,74455.66346,128700,235100,106400
1975,reg784,249281.7348,332700,537000,204300
1980,reg784,680918.0348,659600,1023900,364300
1985,reg784,958144.592,838900,1367800,528900
1990,reg784,1294381.008,1101500,1831300,729800
1995,reg784,1791178.215,1546800,2390900,844100
2000,reg784,2428667.319,2037500,3091400,1053900
2005,reg784,4489195.199,3320100,4510100,1190000
2010,reg784,8406651.76,6773100,8270600,1497500
2015,reg784,11210491.79,7469600,9153800,1684200
2020,reg784,12897587.11,7392199,9247550,1855351
2025,reg784,13784195.06,7694971.929,9792070.405,2097098.477
2030,reg784,14522751.67,7981114.912,10293686.93,2312572.013
2035,reg784,15215999.95,8214723.687,10718203.2,2503479.517
2040,reg784,15874277.42,8237082.176,11077343.47,2840261.296
2045,reg784,16008773.23,7935387.909,11401152.23,3465764.319
2050,reg784,15505987.75,7320054.338,11694127.47,4374073.129
2055,reg784,14448412.14,6569501.075,11916951.33,5347450.251
2060,reg784,13658654.11,6000395.574,12033812.71,6033417.132
2065,reg784,13533754.28,5784311.209,11994428.97,6210117.765
2070,reg784,13884708.16,5799971.05,11802186.34,6002215.291
2075,reg784,13993841.54,5723554.129,11482997.19,5759443.062
2080,reg784,13788497.17,5527091.188,11086580.53,5559489.343
2085,reg784,13485466.67,5304662.17,10672367.32,5367705.153
2090,reg784,13173975.04,5091705.335,10285700.81,5193995.474
2095,reg784,12787288.25,4862750.656,9951536.251,5088785.595
2100,reg784,12357459.22,4631614.111,9647241.739,5015627.627
1970,reg788,259949.8684,2024600,5059800,3035200
1975,reg788,411627.2206,2340400,5652200,3311800
1980,reg788,651369.7954,2731900,6368700,3636800
1985,reg788,1008295.149,3320100,7321600,4001500
1990,reg788,1502138.883,3923200,8232600,4309400
1995,reg788,2100487.716,4567800,9114000,4546200
2000,reg788,3057779.411,5140100,9698700,4558600
2005,reg788,4164580.321,5716700,10102200,4385500
2010,reg788,5702555.629,6417000,10639100,4222100
2015,reg788,7420905.806,6918300,11275100,4356800
2020,reg788,9026330.531,7242339,12106251,4863912
2025,reg788,10349890.49,7396485.448,12623718.6,5227233.155
2030,reg788,11691386.07,7554785.414,13057048.02,5502262.602
2035,reg788,13151078.44,7806007.58,13371360.28,5565352.7
2040,reg788,14880096.74,8035930.931,13610006.77,5574075.842
2045,reg788,16266817.13,8091722.015,13801311.14,5709589.123
2050,reg788,17202877.41,7996681.215,13942261.41,5945580.198
2055,reg788,17641068.18,7797172.939,14013277.44,6216104.498
2060,reg788,17964155.97,7629043.896,14006888.22,6377844.32
2065,reg788,18394139.09,7580979.743,13932897.75,6351918.009
2070,reg788,18790020.53,7556163.334,13813659.79,6257496.459
2075,reg788,18898529.55,7436562.321,13669998.7,6233436.378
2080,reg788,18536400.53,7150798.367,13516629.17,6365830.801
2085,reg788,17987029.94,6814604.272,13361717.69,6547113.421
2090,reg788,17521413.8,6532799.781,13202834.95,6670035.172
2095,reg788,17213007.23,6327768.226,13033678.16,6705909.929
2100,reg788,17011880.2,6175842.745,12845355.02,6669512.274
1970,reg792,7600201.5,15004100,34609000,19604900
1975,reg792,10404736.87,17259800,39095500,21835700
1980,reg792,14320298.04,19706400,43751100,24044700
1985,reg792,19989852.32,23072800,48919200,25846400
1990,reg792,26766996.04,26321400,53719500,27398100
1995,reg792,34416820.22,29834900,58337800,28502900
2000,reg792,42672140.34,33562200,63164300,29602100
2005,reg792,52035002,37623700,67856100,30232400
2010,reg792,62316091.5,41498900,72332800,30833900
2015,reg792,72958685.1,45470100,78270700,32800600
2020,reg792,89456774.26,50665923,83811681,33145758
2025,reg792,98131853.07,53270981.63,87083182.99,33812201.36
2030,reg792,104889527.3,55092784.47,89949426.4,34856641.93
2035,reg792,110093649.1,56422833.24,92269611.77,35846778.53
2040,reg792,117229247.5,57634985.04,94146772.53,36511787.5
2045,reg792,121017328.5,57214821.57,95556300.66,38341479.09
2050,reg792,122806986.3,56264348.12,96364119.21,40099771.09
2055,reg792,122864203.1,54914011.55,96594146.97,41680135.42
2060,reg792,122044281.4,53499196.13,96234289.4,42735093.27
2065,reg792,120392320.1,51990631.81,95421652.45,43431020.65
2070,reg792,118972132.5,50712851.7,94296100.28,43583248.58
2075,reg792,116780425,49202615.1,92930323.84,43727708.74
2080,reg792,113314343.5,47207290.91,91365806.56,44158515.66
2085,reg792,108894022.7,44875917.74,89641546.01,44765628.28
2090,reg792,106403500.8,43432771.95,87807531.22,44374759.27
2095,reg792,103938960.1,42046804.27,85907055.1,43860250.82
2100,reg792,101537616.2,40728935.79,83957486.91,43228551.11
1970,reg795,1060246.911,894700,2187000,1292300
1975,reg795,1477198.507,1030500,2515500,1485000
1980,reg795,2019377.327,1223400,2873800,1650400
1985,reg795,2697369.679,1452400,3237700,1785300
1990,reg795,3262895.202,1669700,3678400,2008700
1995,reg795,4102274.767,1933600,4192100,2258500
2000,reg795,4849674.448,2206400,4516600,2310200
2005,reg795,5330580.379,2433900,4753400,2319500
2010,reg795,6381943.625,2813900,5088600,2274700
2015,reg795,7349892.605,3180200,5567400,2387200
2020,reg795,8189286.07,3492459,6204366,2711907
2025,reg795,8511664.177,3679173.782,6714328.674,3035154.892
2030,reg795,8838116.968,3885778.877,7142215.536,3256436.659
2035,reg795,9410427.503,4210675.135,7519697.533,3309022.398
2040,reg795,10254797.2,4530701.78,7875991.982,3345290.203
2045,reg795,11071981.3,4837268.601,8214288.203,3377019.602
2050,reg795,11648882.95,5033542.066,8517023.42,3483481.354
2055,reg795,11982577.84,5126304.202,8751017.677,3624713.475
2060,reg795,12305292.33,5219173.034,8917800.125,3698627.091
2065,reg795,12741768.82,5362806.852,9027372.245,3664565.393
2070,reg795,13202706.04,5517535.576,9103715.341,3586179.765
2075,reg795,13432079.65,5574120.42,9159738.386,3585617.967
2080,reg795,13306423.76,5484539.376,9194172.321,3709632.945
